"avatarThumbnail","cid","createTime","createTimeISO","detailedMentions/0/nickName","detailedMentions/0/profileUrl","detailedMentions/0/secUid","detailedMentions/0/userId","diggCount","input","likedByAuthor","mentions/0","pinnedByAuthor","repliesToId","replyCommentTotal","submittedVideoUrl","text","uid","uniqueId","videoWebUrl"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7f796be0ac4b062d6454f51b9896d63a~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=d93611c0&x-expires=1749628800&x-signature=UE9sy%2Ff2NhYFm5dhNkXCjej0njQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a","7512630056793211656","1749170506","2025-06-06T00:41:46.000Z",,,,,"0","https://vt.tiktok.com/ZSkPusC2k/","false",,"false",,"1","https://vt.tiktok.com/ZSkPusC2k/","ga usah ada diksar...lgsung masuk dan belajar aja","6891994894573077505","erwinirwansyah71","https://www.tiktok.com/@kumparan/video/7511876403818712376"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/c51950f727830c71d3e4fa49459810d5~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=1e378859&x-expires=1749628800&x-signature=oW%2BqP65CdctWs7bfV7IaMtQlfjA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a","7512123530168255240","1749052563","2025-06-04T15:56:03.000Z",,,,,"34","https://vt.tiktok.com/ZSkPusC2k/","false",,"false",,"2","https://vt.tiktok.com/ZSkPusC2k/","Kawal sampai tuntas, bukan kali pertama kejadian seperti ini, saat saya masih kuliah pun sudah ada korban juga. #justiceforpratama","6862911703975543809","princess_sntads","https://www.tiktok.com/@kumparan/video/7511876403818712376"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7350342735603662854~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=e5950a06&x-expires=1749628800&x-signature=tuOeZsbv5nQnibCit6FcNQwyszA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a","7512801704938078983","1749210463","2025-06-06T11:47:43.000Z",,,,,"2","https://vt.tiktok.com/ZSkPusC2k/","false",,"false",,"1","https://vt.tiktok.com/ZSkPusC2k/","Alhamdulillah TDK jadi masuk unila . SDH ketrimo di UI . 😂","7350341912770348034","sudarnifetty","https://www.tiktok.com/@kumparan/video/7511876403818712376"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/e9ef4367273a2330c9efb23a727dd9bf~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=3a10c721&x-expires=1749628800&x-signature=2zdJgL3V6h72Fb3LVWa%2FFvJdHPs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a","7512276744792670977","1749088245","2025-06-05T01:50:45.000Z",,,,,"1","https://vt.tiktok.com/ZSkPusC2k/","false",,"false",,"0","https://vt.tiktok.com/ZSkPusC2k/","sedih banget, padahal dia hanya ingin menimba ilmu, tp malah dijadikan pelampiasan sama seniornya 😢","6842266077406348289","dcw252","https://www.tiktok.com/@kumparan/video/7511876403818712376"
"https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/eacab2b0213912d7271b48310db85403~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=9fc618ba&x-expires=1749628800&x-signature=%2FjNHjPf1BUttY%2FMLXogihx2Tfcc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a","7511982958150435591","1749019836","2025-06-04T06:50:36.000Z",,,,,"6","https://vt.tiktok.com/ZSkPusC2k/","false",,"false",,"5","https://vt.tiktok.com/ZSkPusC2k/","mukanya muka anak baikkk🥹","7103871317061321730","melly_rizasalam","https://www.tiktok.com/@kumparan/video/7511876403818712376"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/21ab1b7fbca2a6346814f59406ec1f78~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=9ff2f014&x-expires=1749628800&x-signature=PnxAUB9HhlL%2BsKq6Q8v4PV6m9VI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a","7513027594619486994","1749263054","2025-06-07T02:24:14.000Z",,,,,"10","https://vt.tiktok.com/ZSkPusC2k/","false",,"false",,"0","https://vt.tiktok.com/ZSkPusC2k/","boikot unila","6553743705987416065","nita_kay_ken11","https://www.tiktok.com/@kumparan/video/7511876403818712376"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/915205dc18aca25d63109fa6cea30119~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=9075b81e&x-expires=1749628800&x-signature=0ILx6OGhoRhur1PZH0vteR56MuQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a","7512285931160765201","1749090379","2025-06-05T02:26:19.000Z",,,,,"1","https://vt.tiktok.com/ZSkPusC2k/","false",,"false",,"0","https://vt.tiktok.com/ZSkPusC2k/","harus di proses hukum, katanya sudah melanggar uud, menghilangkan nyawa seseorang, pihak unila yng harus bertanggung jawab atas peristiwa begini","7498634886225527825","agungridwan233","https://www.tiktok.com/@kumparan/video/7511876403818712376"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/2eefa1199ca7a48c6f0e68795e0e3cb7~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=2b9b31c0&x-expires=1749628800&x-signature=exY0E2MbwDZSGCJOnYosvhFboeU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a","7512213713593484048","1749073597","2025-06-04T21:46:37.000Z",,,,,"2","https://vt.tiktok.com/ZSkPusC2k/","false",,"false",,"0","https://vt.tiktok.com/ZSkPusC2k/","Hapus ospek atw diksar yg terkesan adanya gender senioritas menjadi lebih ke penataran pendidikan moral aja.","7316771930806600711","egadeqnyc10","https://www.tiktok.com/@kumparan/video/7511876403818712376"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/f1a1d2ba8a3580d67775e6376c349002~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=dd59735e&x-expires=1749628800&x-signature=4RZOlZWKHnYPQqYvgsPP5EIFfXI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a","7512468702244897544","1749132929","2025-06-05T14:15:29.000Z",,,,,"1","https://vt.tiktok.com/ZSkPusC2k/","false",,"false",,"0","https://vt.tiktok.com/ZSkPusC2k/","innalilahiwainnailaihirojiun, ya Alloh ikut prihatin bu. ya Alloh mesakke ... anak sudah dibesarin kuliah malah disiksa sampe meninggal. semoga segera mendapat keadilan bu","7457771751583073288","ilah.rahmawati01","https://www.tiktok.com/@kumparan/video/7511876403818712376"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/5607f172b5e865e18b799af37c8d7433~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=75ec58b2&x-expires=1749628800&x-signature=v0Zr4grnPNqnPzeM4PD%2Bk0MATpU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a","7512413899267752725","1749120174","2025-06-05T10:42:54.000Z",,,,,"4","https://vt.tiktok.com/ZSkPusC2k/","false",,"false",,"0","https://vt.tiktok.com/ZSkPusC2k/","Anak gw lulus SMK lngsng dpt kerja Alhamdulillah, mau kuliah gw nya ga ada Dana🥺tapi ga trllu buruk jg ga kuliah, Ngeri....","7408414636167382033","mamiolinee","https://www.tiktok.com/@kumparan/video/7511876403818712376"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/f7ef76dbd57144acbf99b7fffb2596e0~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=4ce646a7&x-expires=1749628800&x-signature=0BqHQyaAqs18nJp8yywg%2BAl%2FvLE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a","7513439227448853264","1749358905","2025-06-08T05:01:45.000Z",,,,,"1","https://vt.tiktok.com/ZSkPusC2k/","false",,"false",,"0","https://vt.tiktok.com/ZSkPusC2k/","langsung aja belajar bisa nga sih kalau masuk perguruan tinggi, nga perlu pakai diksar2an🥺🥺🥺 kalau dah begini apa kampus mau tng jwb?","6793145382593479682","ciciswareskyismal","https://www.tiktok.com/@kumparan/video/7511876403818712376"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/15aec5fe1cc8832d576c5f9ee6767625~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=65f83adc&x-expires=1749628800&x-signature=lB5Rih8u%2F%2Fx2kjh4fZWMrxK%2BtHk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a","7512359971724591890","1749107613","2025-06-05T07:13:33.000Z",,,,,"1","https://vt.tiktok.com/ZSkPusC2k/","false",,"false",,"0","https://vt.tiktok.com/ZSkPusC2k/","orang mau cari ilmu kok bisa dpt kekerasan, gimana konsepnya pendidikan di indonesia","7246434299942831110","sladaair08","https://www.tiktok.com/@kumparan/video/7511876403818712376"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7fc2e20042cd8f210b6ab541e36aa2da~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=488790d4&x-expires=1749628800&x-signature=fo6DCmrlnsZ9OJuhziDi4WAEz98%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a","7512294160167289621","1749092294","2025-06-05T02:58:14.000Z",,,,,"4","https://vt.tiktok.com/ZSkPusC2k/","false",,"false",,"0","https://vt.tiktok.com/ZSkPusC2k/","tangkap semua senior nya yang terlibat kekerasan dan penganiyaan terhadap korban, pihak Unila pun harus bertanggung jawab, beliau adalah harapan keluarga","7186523822970782722","helmiwayka1","https://www.tiktok.com/@kumparan/video/7511876403818712376"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/26b7d00431515e45721d293184d32a63~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=655e3116&x-expires=1749628800&x-signature=zZ2cMg93kWdZ8pmJe0wsoC6QRS8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a","7512336152672322311","1749102067","2025-06-05T05:41:07.000Z",,,,,"2","https://vt.tiktok.com/ZSkPusC2k/","false",,"false",,"0","https://vt.tiktok.com/ZSkPusC2k/","Smoga presiden angkat bicara.. klu gak kasusnya pasti anyep","6608415828106018818","srzs8085","https://www.tiktok.com/@kumparan/video/7511876403818712376"
"https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=f3aec19b&x-expires=1749628800&x-signature=DNYUeETMODceRvIDGDrTf0MpuwY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a","7513161560186356498","1749294249","2025-06-07T11:04:09.000Z",,,,,"1","https://vt.tiktok.com/ZSkPusC2k/","false",,"false",,"0","https://vt.tiktok.com/ZSkPusC2k/","entah apalahhhh... jd korban anak org 😏","7509728041875817493","mangoeesss3","https://www.tiktok.com/@kumparan/video/7511876403818712376"
"https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/7067403950705606683~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=c4f70dff&x-expires=1749628800&x-signature=0g8kJDvzh1z45xV3MltdcXZNflE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a","7512369387610899218","1749109816","2025-06-05T07:50:16.000Z",,,,,"1","https://vt.tiktok.com/ZSkPusC2k/","false",,"false",,"0","https://vt.tiktok.com/ZSkPusC2k/","kemendikbud tolong diperhatikan hal2 seperti ini sdh banyak kasus","6993323758514963458","enazly","https://www.tiktok.com/@kumparan/video/7511876403818712376"
"https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=f3aec19b&x-expires=1749628800&x-signature=DNYUeETMODceRvIDGDrTf0MpuwY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a","7513061043069862664","1749270843","2025-06-07T04:34:03.000Z",,,,,"2","https://vt.tiktok.com/ZSkPusC2k/","false",,"false",,"0","https://vt.tiktok.com/ZSkPusC2k/","Jadi takut masuk di Unila","7211146608187950106","budi64417","https://www.tiktok.com/@kumparan/video/7511876403818712376"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/a520d67c9e0103603e72d7136e2b1c77~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=9c62ee87&x-expires=1749628800&x-signature=flhqcrgr%2FAURoRy5T9Ck3wdRGTc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a","7512457211262141191","1749130251","2025-06-05T13:30:51.000Z",,,,,"6","https://vt.tiktok.com/ZSkPusC2k/","false",,"false",,"0","https://vt.tiktok.com/ZSkPusC2k/","Kita gabakal berhenti sebelum pratama sm korban yang lain dapet keadilan","7149376756644971546","fl4weer.ries","https://www.tiktok.com/@kumparan/video/7511876403818712376"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/1eba0ff6a59c6c1198f2990f64bf2a1e~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=c9e613a1&x-expires=1749628800&x-signature=O%2FzsKUiCVWc%2FIw%2BGRfuJwiGz96M%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a","7511877732322673426","1748995341","2025-06-04T00:02:21.000Z",,,,,"3","https://vt.tiktok.com/ZSkPusC2k/","false",,"false",,"1","https://vt.tiktok.com/ZSkPusC2k/","sumatera:","7084922049538081819","user048639246572","https://www.tiktok.com/@kumparan/video/7511876403818712376"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/6d6476967289af37b0c29446a1599a91~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=be2cd318&x-expires=1749628800&x-signature=%2B%2Bcn3EWMiDoqs%2FjYOKIkosvVDH0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a","7512480890388300551","1749135764","2025-06-05T15:02:44.000Z",,,,,"0","https://vt.tiktok.com/ZSkPusC2k/","false",,"false",,"0","https://vt.tiktok.com/ZSkPusC2k/","gunanya pa sih ikut latihan dasar?? yg da senior ngerjain junior, belum dihapus jg ospek dan diksar ya","6619210609747640321","humaira_0710","https://www.tiktok.com/@kumparan/video/7511876403818712376"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/2eaa35c4502d439f16e84978e0ded73a~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=8d78c079&x-expires=1749628800&x-signature=Mu1NXltFlLZ6R57TTJpraME6h%2Fk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a","7512820476756214544","1749215265","2025-06-06T13:07:45.000Z",,,,,"0","https://vt.tiktok.com/ZSkPusC2k/","false",,"false",,"0","https://vt.tiktok.com/ZSkPusC2k/","orang kampung ada yg kuliah di Jawa Tengah purwokerto alhamdulilah kuliah di jw bnyk positifnya","7222986184137344026","anilafatimah","https://www.tiktok.com/@kumparan/video/7511876403818712376"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/009c25159ab7903b334af81951344d3b~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=168bb79e&x-expires=1749628800&x-signature=6CYPXNzRgXbB8w%2BXeQPMqWEF2MI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a","7512320528364831495","1749098435","2025-06-05T04:40:35.000Z",,,,,"0","https://vt.tiktok.com/ZSkPusC2k/","false",,"false",,"0","https://vt.tiktok.com/ZSkPusC2k/","Saya mantan mahasiswa saya mrasa ga ada efek yg signifikan ke kita adanya diksar itu .. mending ga usah pakek diksar","6862201359841739777","mr.dicky_86","https://www.tiktok.com/@kumparan/video/7511876403818712376"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7249760386696773638~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=913f1c8a&x-expires=1749628800&x-signature=Y%2FE2OU47IuGon1MyyUwBe7S1LtQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a","7512663147363353362","1749178202","2025-06-06T02:50:02.000Z",,,,,"0","https://vt.tiktok.com/ZSkPusC2k/","false",,"false",,"0","https://vt.tiktok.com/ZSkPusC2k/","tak bisa dibiarkan. kemaren malah sempat dengar pihak keluarga tidak akan menuntut pelaku. mana boleh dibiarkan??","7249760262747210758","rombor6","https://www.tiktok.com/@kumparan/video/7511876403818712376"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/12550e56d947b7d91356d1b9c44eb61a~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=3989dbe2&x-expires=1749628800&x-signature=PObgFX1%2FcP1qpdWH0FnwTPHgiYk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a","7512369245575348999","1749109778","2025-06-05T07:49:38.000Z",,,,,"1","https://vt.tiktok.com/ZSkPusC2k/","false",,"false",,"0","https://vt.tiktok.com/ZSkPusC2k/","yaallohhh kuliah gk jaminan kerja aja disiksaaaa,apa2an coba","7443564529105929234","shopch82","https://www.tiktok.com/@kumparan/video/7511876403818712376"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/1a23c9c448e95b678b7ec6e8e9ba5f34~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=e569666b&x-expires=1749628800&x-signature=Mr6Ns4cLEMYdpHxt4c2wUjGMI%2FE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a","7512868888124998407","1749226103","2025-06-06T16:08:23.000Z",,,,,"0","https://vt.tiktok.com/ZSkPusC2k/","false",,"false",,"0","https://vt.tiktok.com/ZSkPusC2k/","Dari sekian kejadian terulang ulang, kemungkinan kejadian itu pelaku juga korban dan membalas ke adek2nya","6530117346974728194","mishutira","https://www.tiktok.com/@kumparan/video/7511876403818712376"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7328136837485035540~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=78fd5f4f&x-expires=1749628800&x-signature=b3DGU49MxmXokmItY2A23Ul5wOg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a","7513094794537943816","1749278703","2025-06-07T06:45:03.000Z",,,,,"0","https://vt.tiktok.com/ZSkPusC2k/","false",,"false",,"0","https://vt.tiktok.com/ZSkPusC2k/","STPDN ke 2 ni","6689752143961818113","ranggarisky03","https://www.tiktok.com/@kumparan/video/7511876403818712376"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/75b54301b6fb1ef60a63f9239a06bc30~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3d40ad93&x-expires=1749628800&x-signature=m0on3OazSCwNKFNoSpAlK0ppjLg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7512231868354036487","1749077795","2025-06-04T22:56:35.000Z","official_unila","https://www.tiktok.com/@6964575585419920385","MS4wLjABAAAAyvvevXNXZ-O1iO7668N2xdOFM3R1mql7STD4zg8VKylgOxG8inI0utpTzrw5gFad","6964575585419920385","0","https://vt.tiktok.com/ZSkPusC2k/","false","@official_unila","false",,"0","https://vt.tiktok.com/ZSkPusC2k/","@official_unila","6975026599481885698","kirannnn781","https://www.tiktok.com/@kumparan/video/7511876403818712376"
